date,plan,channel,mrr
2024-06-16,Self-serve,Referral,401.13
2024-06-17,Enterprise,Organic,3913.16
2024-06-17,Enterprise,Paid,2507.69
2024-06-17,Enterprise,Referral,1085.53
2024-06-17,SMB,Organic,2982.63
2024-06-17,SMB,Paid,2030.26
2024-06-17,SMB,Referral,924.18
2024-06-17,Self-serve,Organic,1677.66
2024-06-17,Self-serve,Paid,1116.77
2024-06-17,Self-serve,Referral,488.77
2024-06-18,Enterprise,Organic,3501.31
2024-06-18,Enterprise,Paid,2652.51
2024-06-18,Enterprise,Referral,1138.36
2024-06-18,SMB,Organic,2930.28
2024-06-18,SMB,Paid,2144.90
2024-06-18,SMB,Referral,922.44
2024-06-18,Self-serve,Organic,1687.37
2024-06-18,Self-serve,Paid,1111.20
2024-06-18,Self-serve,Referral,518.24
2024-06-19,Enterprise,Organic,3813.15
2024-06-19,Enterprise,Paid,2649.83
2024-06-19,Enterprise,Referral,1158.33
2024-06-19,SMB,Organic,2815.24
2024-06-19,SMB,Paid,2165.08
2024-06-19,SMB,Referral,849.96
2024-06-19,Self-serve,Organic,1704.43
2024-06-19,Self-serve,Paid,1107.80
2024-06-19,Self-serve,Referral,486.13
2024-06-20,Enterprise,Organic,3926.74
2024-06-20,Enterprise,Paid,2608.54
2024-06-20,Enterprise,Referral,1155.16
2024-06-20,SMB,Organic,2942.01
2024-06-20,SMB,Paid,2038.43
2024-06-20,SMB,Referral,912.23
2024-06-20,Self-serve,Organic,1657.43
2024-06-20,Self-serve,Paid,1106.07
2024-06-20,Self-serve,Referral,488.72
2024-06-21,Enterprise,Organic,3751.17
2024-06-21,Enterprise,Paid,2613.75
2024-06-21,Enterprise,Referral,1055.00
2024-06-21,SMB,Organic,2807.75
2024-06-21,SMB,Paid,1974.02
2024-06-21,SMB,Referral,851.59
2024-06-21,Self-serve,Organic,1572.37
2024-06-21,Self-serve,Paid,1126.40
2024-06-21,Self-serve,Referral,481.27
2024-06-22,Enterprise,Organic,3053.73
2024-06-22,Enterprise,Paid,2139.97
2024-06-22,Enterprise,Referral,891.48
2024-06-22,SMB,Organic,2294.09
2024-06-22,SMB,Paid,1631.80
2024-06-22,SMB,Referral,679.36
2024-06-22,Self-serve,Organic,1280.87
2024-06-22,Self-serve,Paid,902.37
2024-06-22,Self-serve,Referral,390.37
2024-06-23,Enterprise,Organic,2884.47
2024-06-23,Enterprise,Paid,2102.32
2024-06-23,Enterprise,Referral,916.27
2024-06-23,SMB,Organic,2213.93
2024-06-23,SMB,Paid,1628.46
2024-06-23,SMB,Referral,692.78
2024-06-23,Self-serve,Organic,1341.96
2024-06-23,Self-serve,Paid,929.48
2024-06-23,Self-serve,Referral,381.13
2024-06-24,Enterprise,Organic,3702.32
2024-06-24,Enterprise,Paid,2696.02
2024-06-24,Enterprise,Referral,1190.05
2024-06-24,SMB,Organic,2794.12
2024-06-24,SMB,Paid,2116.78
2024-06-24,SMB,Referral,929.92
2024-06-24,Self-serve,Organic,1702.40
2024-06-24,Self-serve,Paid,1216.93
2024-06-24,Self-serve,Referral,502.25
2024-06-25,Enterprise,Organic,3839.58
2024-06-25,Enterprise,Paid,2566.20
2024-06-25,Enterprise,Referral,1074.71
2024-06-25,SMB,Organic,3081.84
2024-06-25,SMB,Paid,2035.96
2024-06-25,SMB,Referral,886.83
2024-06-25,Self-serve,Organic,1641.38
2024-06-25,Self-serve,Paid,1148.12
2024-06-25,Self-serve,Referral,511.10
2024-06-26,Enterprise,Organic,3704.36
2024-06-26,Enterprise,Paid,2681.14
2024-06-26,Enterprise,Referral,1151.60
2024-06-26,SMB,Organic,2973.99
2024-06-26,SMB,Paid,2076.71
2024-06-26,SMB,Referral,925.52
2024-06-26,Self-serve,Organic,1629.31
2024-06-26,Self-serve,Paid,1176.31
2024-06-26,Self-serve,Referral,522.13
2024-06-27,Enterprise,Organic,3936.35
2024-06-27,Enterprise,Paid,2541.50
2024-06-27,Enterprise,Referral,1127.08
2024-06-27,SMB,Organic,3069.89
2024-06-27,SMB,Paid,2096.27
2024-06-27,SMB,Referral,890.09
2024-06-27,Self-serve,Organic,1674.54
2024-06-27,Self-serve,Paid,1166.30
2024-06-27,Self-serve,Referral,510.04
2024-06-28,Enterprise,Organic,3697.84
2024-06-28,Enterprise,Paid,2604.90
2024-06-28,Enterprise,Referral,1120.45
2024-06-28,SMB,Organic,2839.09
2024-06-28,SMB,Paid,2061.01
2024-06-28,SMB,Referral,945.42
2024-06-28,Self-serve,Organic,1567.74
2024-06-28,Self-serve,Paid,1170.48
2024-06-28,Self-serve,Referral,485.48
2024-06-29,Enterprise,Organic,3065.85
2024-06-29,Enterprise,Paid,2112.50
2024-06-29,Enterprise,Referral,924.76
2024-06-29,SMB,Organic,2426.60
2024-06-29,SMB,Paid,1650.23
2024-06-29,SMB,Referral,727.06
2024-06-29,Self-serve,Organic,1245.20
2024-06-29,Self-serve,Paid,982.31
2024-06-29,Self-serve,Referral,406.34
2024-06-30,Enterprise,Organic,3115.37
2024-06-30,Enterprise,Paid,2035.14
2024-06-30,Enterprise,Referral,882.77
2024-06-30,SMB,Organic,2357.44
2024-06-30,SMB,Paid,1642.18
2024-06-30,SMB,Referral,710.13
2024-06-30,Self-serve,Organic,1384.88
2024-06-30,Self-serve,Paid,889.15
2024-06-30,Self-serve,Referral,414.13
2024-07-01,Enterprise,Organic,3886.30
2024-07-01,Enterprise,Paid,2703.11
2024-07-01,Enterprise,Referral,1114.16
2024-07-01,SMB,Organic,3067.53
2024-07-01,SMB,Paid,1962.15
2024-07-01,SMB,Referral,924.21
2024-07-01,Self-serve,Organic,1649.52
2024-07-01,Self-serve,Paid,1210.71
2024-07-01,Self-serve,Referral,516.19
2024-07-02,Enterprise,Organic,4027.17
2024-07-02,Enterprise,Paid,2708.87
2024-07-02,Enterprise,Referral,1142.89
2024-07-02,SMB,Organic,2980.08
2024-07-02,SMB,Paid,2199.14
2024-07-02,SMB,Referral,922.43
2024-07-02,Self-serve,Organic,1709.18
2024-07-02,Self-serve,Paid,1201.84
2024-07-02,Self-serve,Referral,494.37
2024-07-03,Enterprise,Organic,3868.41
2024-07-03,Enterprise,Paid,2535.37
2024-07-03,Enterprise,Referral,1173.03
2024-07-03,SMB,Organic,2985.57
2024-07-03,SMB,Paid,2230.95
2024-07-03,SMB,Referral,862.78
2024-07-03,Self-serve,Organic,1694.25
2024-07-03,Self-serve,Paid,1253.82
2024-07-03,Self-serve,Referral,528.07
2024-07-04,Enterprise,Organic,3749.09
2024-07-04,Enterprise,Paid,2698.36
2024-07-04,Enterprise,Referral,1148.79
2024-07-04,SMB,Organic,3003.36
2024-07-04,SMB,Paid,2041.02
2024-07-04,SMB,Referral,891.06
2024-07-04,Self-serve,Organic,1620.22
2024-07-04,Self-serve,Paid,1196.09
2024-07-04,Self-serve,Referral,517.44
2024-07-05,Enterprise,Organic,3736.28
2024-07-05,Enterprise,Paid,2505.77
2024-07-05,Enterprise,Referral,1162.05
2024-07-05,SMB,Organic,2957.96
2024-07-05,SMB,Paid,2003.56
2024-07-05,SMB,Referral,870.40
2024-07-05,Self-serve,Organic,1596.71
2024-07-05,Self-serve,Paid,1134.38
2024-07-05,Self-serve,Referral,493.50
2024-07-06,Enterprise,Organic,3154.77
2024-07-06,Enterprise,Paid,2088.99
2024-07-06,Enterprise,Referral,930.32
2024-07-06,SMB,Organic,2328.28
2024-07-06,SMB,Paid,1668.87
2024-07-06,SMB,Referral,706.94
2024-07-06,Self-serve,Organic,1387.70
2024-07-06,Self-serve,Paid,931.41
2024-07-06,Self-serve,Referral,386.55
2024-07-07,Enterprise,Organic,2920.47
2024-07-07,Enterprise,Paid,2098.72
2024-07-07,Enterprise,Referral,879.78
2024-07-07,SMB,Organic,2398.88
2024-07-07,SMB,Paid,1635.63
2024-07-07,SMB,Referral,761.56
2024-07-07,Self-serve,Organic,1283.53
2024-07-07,Self-serve,Paid,953.68
2024-07-07,Self-serve,Referral,392.49
2024-07-08,Enterprise,Organic,3864.56
2024-07-08,Enterprise,Paid,2757.48
2024-07-08,Enterprise,Referral,1094.69
2024-07-08,SMB,Organic,3072.60
2024-07-08,SMB,Paid,2257.57
2024-07-08,SMB,Referral,902.83
2024-07-08,Self-serve,Organic,1756.97
2024-07-08,Self-serve,Paid,1257.89
2024-07-08,Self-serve,Referral,520.44
2024-07-09,Enterprise,Organic,3859.49
2024-07-09,Enterprise,Paid,2561.84
2024-07-09,Enterprise,Referral,1201.04
2024-07-09,SMB,Organic,3044.70
2024-07-09,SMB,Paid,2073.58
2024-07-09,SMB,Referral,920.00
2024-07-09,Self-serve,Organic,1715.18
2024-07-09,Self-serve,Paid,1202.65
2024-07-09,Self-serve,Referral,533.25
2024-07-10,Enterprise,Organic,3705.43
2024-07-10,Enterprise,Paid,2787.21
2024-07-10,Enterprise,Referral,1109.57
2024-07-10,SMB,Organic,2942.86
2024-07-10,SMB,Paid,2223.04
2024-07-10,SMB,Referral,931.23
2024-07-10,Self-serve,Organic,1720.77
2024-07-10,Self-serve,Paid,1167.14
2024-07-10,Self-serve,Referral,506.55
2024-07-11,Enterprise,Organic,3874.16
2024-07-11,Enterprise,Paid,2709.01
2024-07-11,Enterprise,Referral,1156.54
2024-07-11,SMB,Organic,3003.84
2024-07-11,SMB,Paid,2091.10
2024-07-11,SMB,Referral,862.97
2024-07-11,Self-serve,Organic,1691.45
2024-07-11,Self-serve,Paid,1235.65
2024-07-11,Self-serve,Referral,494.26
2024-07-12,Enterprise,Organic,3776.25
2024-07-12,Enterprise,Paid,2593.12
2024-07-12,Enterprise,Referral,1143.16
2024-07-12,SMB,Organic,2919.45
2024-07-12,SMB,Paid,2159.36
2024-07-12,SMB,Referral,899.63
2024-07-12,Self-serve,Organic,1621.51
2024-07-12,Self-serve,Paid,1205.35
2024-07-12,Self-serve,Referral,494.61
2024-07-13,Enterprise,Organic,3018.47
2024-07-13,Enterprise,Paid,2170.39
2024-07-13,Enterprise,Referral,907.90
2024-07-13,SMB,Organic,2453.04
2024-07-13,SMB,Paid,1633.48
2024-07-13,SMB,Referral,703.41
2024-07-13,Self-serve,Organic,1338.29
2024-07-13,Self-serve,Paid,939.40
2024-07-13,Self-serve,Referral,423.06
2024-07-14,Enterprise,Organic,3133.80
2024-07-14,Enterprise,Paid,2263.49
2024-07-14,Enterprise,Referral,985.51
2024-07-14,SMB,Organic,2318.30
2024-07-14,SMB,Paid,1678.13
2024-07-14,SMB,Referral,692.36
2024-07-14,Self-serve,Organic,1335.12
2024-07-14,Self-serve,Paid,938.82
2024-07-14,Self-serve,Referral,397.10
2024-07-15,Enterprise,Organic,3834.94
2024-07-15,Enterprise,Paid,2759.93
2024-07-15,Enterprise,Referral,1144.61
2024-07-15,SMB,Organic,3157.73
2024-07-15,SMB,Paid,2096.59
2024-07-15,SMB,Referral,1001.86
2024-07-15,Self-serve,Organic,1736.12
2024-07-15,Self-serve,Paid,1234.63
2024-07-15,Self-serve,Referral,507.47
2024-07-16,Enterprise,Organic,4168.18
2024-07-16,Enterprise,Paid,2868.88
2024-07-16,Enterprise,Referral,1200.16
2024-07-16,SMB,Organic,2959.46
2024-07-16,SMB,Paid,2172.49
2024-07-16,SMB,Referral,894.09
2024-07-16,Self-serve,Organic,1839.64
2024-07-16,Self-serve,Paid,1263.57
2024-07-16,Self-serve,Referral,530.21
2024-07-17,Enterprise,Organic,3612.19
2024-07-17,Enterprise,Paid,2647.44
2024-07-17,Enterprise,Referral,1193.23
2024-07-17,SMB,Organic,3141.31
2024-07-17,SMB,Paid,2192.31
2024-07-17,SMB,Referral,865.88
2024-07-17,Self-serve,Organic,1747.68
2024-07-17,Self-serve,Paid,1249.34
2024-07-17,Self-serve,Referral,493.75
2024-07-18,Enterprise,Organic,3901.33
2024-07-18,Enterprise,Paid,2754.02
2024-07-18,Enterprise,Referral,1160.11
2024-07-18,SMB,Organic,2866.44
2024-07-18,SMB,Paid,2103.80
2024-07-18,SMB,Referral,901.58
2024-07-18,Self-serve,Organic,1726.63
2024-07-18,Self-serve,Paid,1193.51
2024-07-18,Self-serve,Referral,513.39
2024-07-19,Enterprise,Organic,3829.19
2024-07-19,Enterprise,Paid,2719.25
2024-07-19,Enterprise,Referral,1139.62
2024-07-19,SMB,Organic,2945.16
2024-07-19,SMB,Paid,2093.05
2024-07-19,SMB,Referral,842.99
2024-07-19,Self-serve,Organic,1728.27
2024-07-19,Self-serve,Paid,1192.70
2024-07-19,Self-serve,Referral,511.78
2024-07-20,Enterprise,Organic,3190.00
2024-07-20,Enterprise,Paid,2043.29
2024-07-20,Enterprise,Referral,875.11
2024-07-20,SMB,Organic,2431.41
2024-07-20,SMB,Paid,1687.76
2024-07-20,SMB,Referral,727.18
2024-07-20,Self-serve,Organic,1358.96
2024-07-20,Self-serve,Paid,983.87
2024-07-20,Self-serve,Referral,424.99
2024-07-21,Enterprise,Organic,3149.86
2024-07-21,Enterprise,Paid,2156.34
2024-07-21,Enterprise,Referral,872.54
2024-07-21,SMB,Organic,2470.55
2024-07-21,SMB,Paid,1752.33
2024-07-21,SMB,Referral,738.46
2024-07-21,Self-serve,Organic,1343.49
2024-07-21,Self-serve,Paid,985.46
2024-07-21,Self-serve,Referral,424.66
2024-07-22,Enterprise,Organic,4184.11
2024-07-22,Enterprise,Paid,2724.49
2024-07-22,Enterprise,Referral,1191.01
2024-07-22,SMB,Organic,3178.62
2024-07-22,SMB,Paid,2179.99
2024-07-22,SMB,Referral,901.41
2024-07-22,Self-serve,Organic,1798.62
2024-07-22,Self-serve,Paid,1265.16
2024-07-22,Self-serve,Referral,534.36
2024-07-23,Enterprise,Organic,4028.88
2024-07-23,Enterprise,Paid,2780.01
2024-07-23,Enterprise,Referral,1254.00
2024-07-23,SMB,Organic,3028.95
2024-07-23,SMB,Paid,2140.75
2024-07-23,SMB,Referral,934.23
2024-07-23,Self-serve,Organic,1825.80
2024-07-23,Self-serve,Paid,1189.29
2024-07-23,Self-serve,Referral,512.69
2024-07-24,Enterprise,Organic,3693.15
2024-07-24,Enterprise,Paid,2756.23
2024-07-24,Enterprise,Referral,1140.49
2024-07-24,SMB,Organic,3024.18
2024-07-24,SMB,Paid,2184.13
2024-07-24,SMB,Referral,900.18
2024-07-24,Self-serve,Organic,1760.40
2024-07-24,Self-serve,Paid,1212.80
2024-07-24,Self-serve,Referral,535.06
2024-07-25,Enterprise,Organic,3994.99
2024-07-25,Enterprise,Paid,2699.96
2024-07-25,Enterprise,Referral,1175.67
2024-07-25,SMB,Organic,3159.47
2024-07-25,SMB,Paid,2169.79
2024-07-25,SMB,Referral,880.55
2024-07-25,Self-serve,Organic,1785.03
2024-07-25,Self-serve,Paid,1185.55
2024-07-25,Self-serve,Referral,547.43
2024-07-26,Enterprise,Organic,3988.54
2024-07-26,Enterprise,Paid,2732.32
2024-07-26,Enterprise,Referral,1166.37
2024-07-26,SMB,Organic,2990.86
2024-07-26,SMB,Paid,2149.70
2024-07-26,SMB,Referral,892.88
2024-07-26,Self-serve,Organic,1732.00
2024-07-26,Self-serve,Paid,1235.38
2024-07-26,Self-serve,Referral,507.26
2024-07-27,Enterprise,Organic,3071.78
2024-07-27,Enterprise,Paid,2112.25
2024-07-27,Enterprise,Referral,908.91
2024-07-27,SMB,Organic,2300.64
2024-07-27,SMB,Paid,1741.22
2024-07-27,SMB,Referral,769.88
2024-07-27,Self-serve,Organic,1450.42
2024-07-27,Self-serve,Paid,926.17
2024-07-27,Self-serve,Referral,426.36
2024-07-28,Enterprise,Organic,3267.47
2024-07-28,Enterprise,Paid,2163.58
2024-07-28,Enterprise,Referral,942.99
2024-07-28,SMB,Organic,2290.56
2024-07-28,SMB,Paid,1719.82
2024-07-28,SMB,Referral,707.88
2024-07-28,Self-serve,Organic,1401.13
2024-07-28,Self-serve,Paid,929.29
2024-07-28,Self-serve,Referral,424.64
2024-07-29,Enterprise,Organic,4158.47
2024-07-29,Enterprise,Paid,2757.77
2024-07-29,Enterprise,Referral,1169.06
2024-07-29,SMB,Organic,2934.96
2024-07-29,SMB,Paid,2178.99
2024-07-29,SMB,Referral,924.95
2024-07-29,Self-serve,Organic,1709.66
2024-07-29,Self-serve,Paid,1272.23
2024-07-29,Self-serve,Referral,530.67
2024-07-30,Enterprise,Organic,3909.42
2024-07-30,Enterprise,Paid,2780.81
2024-07-30,Enterprise,Referral,1250.89
2024-07-30,SMB,Organic,3198.89
2024-07-30,SMB,Paid,2190.86
2024-07-30,SMB,Referral,960.13
2024-07-30,Self-serve,Organic,1732.93
2024-07-30,Self-serve,Paid,1258.04
2024-07-30,Self-serve,Referral,541.02
2024-07-31,Enterprise,Organic,3914.25
2024-07-31,Enterprise,Paid,2815.45
2024-07-31,Enterprise,Referral,1163.18
2024-07-31,SMB,Organic,3135.17
2024-07-31,SMB,Paid,2197.34
2024-07-31,SMB,Referral,845.31
2024-07-31,Self-serve,Organic,1827.55
2024-07-31,Self-serve,Paid,1122.25
2024-07-31,Self-serve,Referral,519.58
2024-08-01,Enterprise,Organic,4097.72
2024-08-01,Enterprise,Paid,2756.32
2024-08-01,Enterprise,Referral,1140.17
2024-08-01,SMB,Organic,2990.55
2024-08-01,SMB,Paid,2231.08
2024-08-01,SMB,Referral,874.13
2024-08-01,Self-serve,Organic,1826.70
2024-08-01,Self-serve,Paid,1234.76
2024-08-01,Self-serve,Referral,511.10
2024-08-02,Enterprise,Organic,3837.23
2024-08-02,Enterprise,Paid,2650.46
2024-08-02,Enterprise,Referral,1202.11
2024-08-02,SMB,Organic,3104.40
2024-08-02,SMB,Paid,2016.69
2024-08-02,SMB,Referral,900.26
2024-08-02,Self-serve,Organic,1690.85
2024-08-02,Self-serve,Paid,1262.21
2024-08-02,Self-serve,Referral,499.65
2024-08-03,Enterprise,Organic,3310.65
2024-08-03,Enterprise,Paid,2208.83
2024-08-03,Enterprise,Referral,914.56
2024-08-03,SMB,Organic,2406.80
2024-08-03,SMB,Paid,1678.34
2024-08-03,SMB,Referral,708.83
2024-08-03,Self-serve,Organic,1407.83
2024-08-03,Self-serve,Paid,946.49
2024-08-03,Self-serve,Referral,393.60
2024-08-04,Enterprise,Organic,3126.75
2024-08-04,Enterprise,Paid,2094.20
2024-08-04,Enterprise,Referral,927.42
2024-08-04,SMB,Organic,2392.84
2024-08-04,SMB,Paid,1676.95
2024-08-04,SMB,Referral,782.28
2024-08-04,Self-serve,Organic,1408.06
2024-08-04,Self-serve,Paid,991.22
2024-08-04,Self-serve,Referral,399.23
2024-08-05,Enterprise,Organic,3991.86
2024-08-05,Enterprise,Paid,2868.63
2024-08-05,Enterprise,Referral,1183.98
2024-08-05,SMB,Organic,3253.19
2024-08-05,SMB,Paid,2136.85
2024-08-05,SMB,Referral,941.91
2024-08-05,Self-serve,Organic,1777.85
2024-08-05,Self-serve,Paid,1273.01
2024-08-05,Self-serve,Referral,532.47
2024-08-06,Enterprise,Organic,4043.94
2024-08-06,Enterprise,Paid,2833.73
2024-08-06,Enterprise,Referral,1196.17
2024-08-06,SMB,Organic,3217.21
2024-08-06,SMB,Paid,2235.62
2024-08-06,SMB,Referral,948.79
2024-08-06,Self-serve,Organic,1788.63
2024-08-06,Self-serve,Paid,1298.73
2024-08-06,Self-serve,Referral,539.76
2024-08-07,Enterprise,Organic,3969.93
2024-08-07,Enterprise,Paid,2813.57
2024-08-07,Enterprise,Referral,1263.22
2024-08-07,SMB,Organic,2991.09
2024-08-07,SMB,Paid,2231.86
2024-08-07,SMB,Referral,881.82
2024-08-07,Self-serve,Organic,1792.41
2024-08-07,Self-serve,Paid,1305.46
2024-08-07,Self-serve,Referral,542.07
2024-08-08,Enterprise,Organic,4032.56
2024-08-08,Enterprise,Paid,2761.20
2024-08-08,Enterprise,Referral,1204.73
2024-08-08,SMB,Organic,3096.87
2024-08-08,SMB,Paid,2132.82
2024-08-08,SMB,Referral,928.00
2024-08-08,Self-serve,Organic,1793.74
2024-08-08,Self-serve,Paid,1219.46
2024-08-08,Self-serve,Referral,522.00
2024-08-09,Enterprise,Organic,3780.62
2024-08-09,Enterprise,Paid,2791.36
2024-08-09,Enterprise,Referral,1201.78
2024-08-09,SMB,Organic,3086.88
2024-08-09,SMB,Paid,2208.04
2024-08-09,SMB,Referral,922.10
2024-08-09,Self-serve,Organic,1772.36
2024-08-09,Self-serve,Paid,1237.41
2024-08-09,Self-serve,Referral,524.08
2024-08-10,Enterprise,Organic,3136.87
2024-08-10,Enterprise,Paid,2379.55
2024-08-10,Enterprise,Referral,943.32
2024-08-10,SMB,Organic,2429.74
2024-08-10,SMB,Paid,1758.08
2024-08-10,SMB,Referral,749.40
2024-08-10,Self-serve,Organic,1357.02
2024-08-10,Self-serve,Paid,1025.11
2024-08-10,Self-serve,Referral,423.82
2024-08-11,Enterprise,Organic,3085.39
2024-08-11,Enterprise,Paid,2313.92
2024-08-11,Enterprise,Referral,975.50
2024-08-11,SMB,Organic,2388.31
2024-08-11,SMB,Paid,1830.39
2024-08-11,SMB,Referral,759.47
2024-08-11,Self-serve,Organic,1418.13
2024-08-11,Self-serve,Paid,1040.37
2024-08-11,Self-serve,Referral,427.60
2024-08-12,Enterprise,Organic,4105.57
2024-08-12,Enterprise,Paid,2819.34
2024-08-12,Enterprise,Referral,1254.23
2024-08-12,SMB,Organic,3241.61
2024-08-12,SMB,Paid,2238.12
2024-08-12,SMB,Referral,936.05
2024-08-12,Self-serve,Organic,1833.35
2024-08-12,Self-serve,Paid,1275.69
2024-08-12,Self-serve,Referral,525.95
2024-08-13,Enterprise,Organic,3932.69
2024-08-13,Enterprise,Paid,2928.88
2024-08-13,Enterprise,Referral,1137.96
2024-08-13,SMB,Organic,3219.77
2024-08-13,SMB,Paid,2207.91
2024-08-13,SMB,Referral,997.69
2024-08-13,Self-serve,Organic,1801.53
2024-08-13,Self-serve,Paid,1305.35
2024-08-13,Self-serve,Referral,542.05
2024-08-14,Enterprise,Organic,4057.19
2024-08-14,Enterprise,Paid,2892.94
2024-08-14,Enterprise,Referral,1196.18
2024-08-14,SMB,Organic,3238.88
2024-08-14,SMB,Paid,2135.78
2024-08-14,SMB,Referral,951.80
2024-08-14,Self-serve,Organic,1846.80
2024-08-14,Self-serve,Paid,1282.85
2024-08-14,Self-serve,Referral,570.11
2024-08-15,Enterprise,Organic,3955.89
2024-08-15,Enterprise,Paid,2716.78
2024-08-15,Enterprise,Referral,1178.35
2024-08-15,SMB,Organic,3211.32
2024-08-15,SMB,Paid,2237.17
2024-08-15,SMB,Referral,947.58
2024-08-15,Self-serve,Organic,1738.77
2024-08-15,Self-serve,Paid,1288.55
2024-08-15,Self-serve,Referral,519.98
2024-08-16,Enterprise,Organic,4115.65
2024-08-16,Enterprise,Paid,3022.82
2024-08-16,Enterprise,Referral,1206.33
2024-08-16,SMB,Organic,3147.62
2024-08-16,SMB,Paid,2133.43
2024-08-16,SMB,Referral,877.65
2024-08-16,Self-serve,Organic,1735.75
2024-08-16,Self-serve,Paid,1196.83
2024-08-16,Self-serve,Referral,507.29
2024-08-17,Enterprise,Organic,3382.83
2024-08-17,Enterprise,Paid,2270.07
2024-08-17,Enterprise,Referral,975.98
2024-08-17,SMB,Organic,2478.63
2024-08-17,SMB,Paid,1742.19
2024-08-17,SMB,Referral,772.26
2024-08-17,Self-serve,Organic,1428.22
2024-08-17,Self-serve,Paid,1016.66
2024-08-17,Self-serve,Referral,426.36
2024-08-18,Enterprise,Organic,3187.71
2024-08-18,Enterprise,Paid,2159.38
2024-08-18,Enterprise,Referral,908.90
2024-08-18,SMB,Organic,2485.38
2024-08-18,SMB,Paid,1756.50
2024-08-18,SMB,Referral,722.52
2024-08-18,Self-serve,Organic,1429.97
2024-08-18,Self-serve,Paid,1003.63
2024-08-18,Self-serve,Referral,401.66
2024-08-19,Enterprise,Organic,4032.48
2024-08-19,Enterprise,Paid,2937.88
2024-08-19,Enterprise,Referral,1258.34
2024-08-19,SMB,Organic,3113.29
2024-08-19,SMB,Paid,2268.17
2024-08-19,SMB,Referral,997.15
2024-08-19,Self-serve,Organic,1885.77
2024-08-19,Self-serve,Paid,1286.28
2024-08-19,Self-serve,Referral,545.08
2024-08-20,Enterprise,Organic,4073.25
2024-08-20,Enterprise,Paid,2946.93
2024-08-20,Enterprise,Referral,1252.78
2024-08-20,SMB,Organic,3290.02
2024-08-20,SMB,Paid,2269.28
2024-08-20,SMB,Referral,992.51
2024-08-20,Self-serve,Organic,1850.41
2024-08-20,Self-serve,Paid,1322.03
2024-08-20,Self-serve,Referral,568.01
2024-08-21,Enterprise,Organic,3981.51
2024-08-21,Enterprise,Paid,2701.07
2024-08-21,Enterprise,Referral,1280.67
2024-08-21,SMB,Organic,3197.75
2024-08-21,SMB,Paid,2107.07
2024-08-21,SMB,Referral,931.61
2024-08-21,Self-serve,Organic,1855.32
2024-08-21,Self-serve,Paid,1258.68
2024-08-21,Self-serve,Referral,535.64
2024-08-22,Enterprise,Organic,4256.90
2024-08-22,Enterprise,Paid,2769.80
2024-08-22,Enterprise,Referral,1196.22
2024-08-22,SMB,Organic,3197.54
2024-08-22,SMB,Paid,2250.22
2024-08-22,SMB,Referral,967.41
2024-08-22,Self-serve,Organic,1865.28
2024-08-22,Self-serve,Paid,1278.53
2024-08-22,Self-serve,Referral,552.69
2024-08-23,Enterprise,Organic,3982.05
2024-08-23,Enterprise,Paid,2814.57
2024-08-23,Enterprise,Referral,1207.86
2024-08-23,SMB,Organic,3141.57
2024-08-23,SMB,Paid,2235.64
2024-08-23,SMB,Referral,952.02
2024-08-23,Self-serve,Organic,1786.04
2024-08-23,Self-serve,Paid,1218.26
2024-08-23,Self-serve,Referral,536.19
2024-08-24,Enterprise,Organic,3242.89
2024-08-24,Enterprise,Paid,2285.10
2024-08-24,Enterprise,Referral,1038.14
2024-08-24,SMB,Organic,2484.71
2024-08-24,SMB,Paid,1789.45
2024-08-24,SMB,Referral,781.59
2024-08-24,Self-serve,Organic,1446.74
2024-08-24,Self-serve,Paid,1080.57
2024-08-24,Self-serve,Referral,427.84
2024-08-25,Enterprise,Organic,3281.36
2024-08-25,Enterprise,Paid,2220.32
2024-08-25,Enterprise,Referral,964.65
2024-08-25,SMB,Organic,2546.47
2024-08-25,SMB,Paid,1814.24
2024-08-25,SMB,Referral,765.54
2024-08-25,Self-serve,Organic,1498.90
2024-08-25,Self-serve,Paid,1008.16
2024-08-25,Self-serve,Referral,428.98
2024-08-26,Enterprise,Organic,4522.97
2024-08-26,Enterprise,Paid,2963.15
2024-08-26,Enterprise,Referral,1227.99
2024-08-26,SMB,Organic,3186.13
2024-08-26,SMB,Paid,2213.32
2024-08-26,SMB,Referral,1003.60
2024-08-26,Self-serve,Organic,1839.05
2024-08-26,Self-serve,Paid,1306.54
2024-08-26,Self-serve,Referral,556.75
2024-08-27,Enterprise,Organic,4280.85
2024-08-27,Enterprise,Paid,2857.76
2024-08-27,Enterprise,Referral,1216.13
2024-08-27,SMB,Organic,3279.97
2024-08-27,SMB,Paid,2321.75
2024-08-27,SMB,Referral,987.17
2024-08-27,Self-serve,Organic,1816.53
2024-08-27,Self-serve,Paid,1329.71
2024-08-27,Self-serve,Referral,546.06
2024-08-28,Enterprise,Organic,4052.17
2024-08-28,Enterprise,Paid,2800.00
2024-08-28,Enterprise,Referral,1283.18
2024-08-28,SMB,Organic,3262.62
2024-08-28,SMB,Paid,2281.92
2024-08-28,SMB,Referral,996.47
2024-08-28,Self-serve,Organic,1983.97
2024-08-28,Self-serve,Paid,1215.04
2024-08-28,Self-serve,Referral,536.72
2024-08-29,Enterprise,Organic,4045.61
2024-08-29,Enterprise,Paid,2811.62
2024-08-29,Enterprise,Referral,1196.57
2024-08-29,SMB,Organic,3177.03
2024-08-29,SMB,Paid,2162.19
2024-08-29,SMB,Referral,971.42
